Sample.ID,Treatment,Age,Family,Stage,ASV1,ASV3,ASV6,ASV7,ASV8,ASV9,ASV10,ASV11,ASV13,ASV14,ASV15,ASV16,ASV17,ASV18,ASV19,ASV21,ASV22,ASV23,ASV26,ASV27,ASV28,ASV29,ASV30,ASV31,ASV32,ASV33,ASV34,ASV35,ASV36,ASV38,ASV39,ASV40,ASV41,ASV42,ASV43,ASV44,ASV45,ASV46,ASV47,ASV48,ASV49,ASV51,ASV52,ASV53,ASV54,ASV55,ASV57,ASV59,ASV61,ASV62,ASV63,ASV64,ASV66,ASV67,ASV68,ASV69,ASV71,ASV73,ASV74,ASV75,ASV77,ASV78,ASV79,ASV82,ASV83,ASV84,ASV85,ASV86,ASV87,ASV88,ASV89,ASV91,ASV92,ASV93,ASV94,ASV95,ASV96,ASV97,ASV98,ASV99,ASV100,ASV103,ASV104,ASV105,ASV106,ASV107,ASV109,ASV110,ASV111,ASV112,ASV114,ASV115,ASV116,ASV117,ASV118,ASV119,ASV120,ASV123,ASV125,ASV126,ASV128,ASV129,ASV130,ASV131,ASV133,ASV134,ASV135,ASV136,ASV137,ASV138,ASV139,ASV140,ASV143,ASV145,ASV146,ASV147,ASV148,ASV149,ASV151,ASV152,ASV153,ASV155,ASV156,ASV157,ASV159,ASV160,ASV161,ASV162,ASV164,ASV166,ASV169,ASV171,ASV172,ASV174,ASV175,ASV176,ASV177,ASV178,ASV179,ASV180,ASV181,ASV182,ASV183,ASV184,ASV185,ASV186,ASV188,ASV189,ASV190,ASV191,ASV192,ASV193,ASV194,ASV195,ASV196,ASV198,ASV200,ASV201,ASV202,ASV203,ASV204,ASV206,ASV207,ASV208,ASV209,ASV211,ASV214,ASV217,ASV218,ASV219,ASV220,ASV221,ASV222,ASV223,ASV224,ASV225,ASV226,ASV228,ASV231,ASV232,ASV233,ASV234,ASV235,ASV236,ASV237,ASV239,ASV240,ASV241,ASV242,ASV243,ASV244,ASV245,ASV246,ASV248,ASV249,ASV250,ASV253,ASV254,ASV255,ASV256,ASV257,ASV258,ASV261,ASV262,ASV263,ASV264,ASV267,ASV268,ASV269,ASV270,ASV271,ASV272,ASV274,ASV275,ASV276,ASV277,ASV278,ASV279,ASV281,ASV282,ASV284,ASV286,ASV287,ASV288,ASV289,ASV290,ASV291,ASV292,ASV293,ASV294,ASV295,ASV297,ASV298,ASV299,ASV300,ASV301,ASV302,ASV303,ASV304,ASV305,ASV306,ASV307,ASV309,ASV310,ASV311,ASV312,ASV313,ASV314,ASV315,ASV316,ASV317,ASV318,ASV319,ASV320,ASV322,ASV323,ASV324,ASV325,ASV326,ASV327,ASV328,ASV329,ASV330,ASV332,ASV333,ASV334,ASV335,ASV336,ASV337,ASV338,ASV340,ASV341,ASV342,ASV343,ASV344,ASV345,ASV346,ASV347,ASV348,ASV350,ASV351,ASV353,ASV354,ASV355,ASV356,ASV357,ASV360,ASV362,ASV364,ASV365,ASV367,ASV368,ASV369,ASV371,ASV372,ASV373,ASV374,ASV375,ASV376,ASV377,ASV378,ASV379,ASV380,ASV381,ASV382,ASV383,ASV385,ASV386,ASV387,ASV389,ASV390,ASV393,ASV397,ASV398,ASV399,ASV400,ASV401,ASV402,ASV403,ASV404,ASV405,ASV406,ASV407,ASV408,ASV409,ASV410,ASV411,ASV412,ASV414,ASV417,ASV418,ASV420,ASV421,ASV422,ASV424,ASV426,ASV427,ASV428,ASV431,ASV432,ASV433,ASV435,ASV436,ASV437,ASV440,ASV441,ASV442,ASV443,ASV444,ASV445,ASV447,ASV450,ASV451,ASV453,ASV454,ASV455,ASV456,ASV457,ASV459,ASV461,ASV462,ASV464,ASV466,ASV467,ASV468,ASV471,ASV472,ASV474,ASV475,ASV477,ASV478,ASV479,ASV480,ASV481,ASV482,ASV483,ASV484,ASV485,ASV486,ASV487,ASV490,ASV492,ASV493
T17-3,High temperature,Day 03,3,Larvae,1078,578,0,335,19,181,129,17,32,0,84,0,67,178,0,29,0,0,0,40,28,0,47,0,0,18,0,0,0,0,261,0,0,0,0,24,102,66,60,0,0,0,0,23,0,46,0,0,36,0,0,0,14,0,0,0,13,51,0,0,71,31,0,0,0,71,18,0,0,0,22,0,0,0,0,0,0,0,26,0,0,0,0,25,0,128,0,0,0,0,47,11,0,0,0,0,0,13,0,14,23,0,29,0,0,54,0,0,15,0,0,0,0,6,0,32,0,0,17,6,0,0,0,0,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,15,11,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,10,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,14,14,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,22,0,5,0,0,0,0,12,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,16,0,0,0,0,0,9,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0
T17-6,High temperature,Day 06,3,Larvae,631,352,0,21,22,119,75,10,121,0,100,0,0,16,0,33,0,0,154,91,0,0,0,0,0,0,0,39,594,110,25,63,3,0,0,63,43,78,0,0,0,0,0,37,0,81,0,0,66,0,0,0,57,0,0,31,0,53,0,0,75,62,0,35,0,41,47,0,27,0,33,0,0,0,269,0,0,0,15,0,0,0,0,24,0,0,0,0,0,0,0,0,35,0,0,56,0,61,0,0,21,0,26,38,0,8,0,0,0,0,0,0,0,35,0,65,0,23,2,5,0,0,0,0,21,9,0,0,0,0,0,0,0,1,0,0,43,0,0,0,0,18,0,0,0,0,12,33,0,0,0,0,0,37,0,0,0,0,21,0,5,0,0,0,0,0,10,0,0,31,8,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,10,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,34,0,11,0,10,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,10,0,0,0,0,0,0,0,0,36,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
T19-3,Control,Day 03,4,Larvae,138,73,0,256,90,126,115,3,23,0,44,0,88,162,391,16,0,0,383,14,347,0,19,0,0,48,0,0,0,2,38,12,157,0,0,63,17,13,22,0,0,206,0,12,0,0,0,0,7,0,0,0,192,201,0,13,0,4,0,0,0,0,0,0,0,7,3,0,17,0,21,29,4,68,2,0,0,0,13,0,0,102,0,35,0,0,13,0,0,103,4,10,0,0,0,8,0,3,0,10,7,0,0,0,0,11,13,11,2,0,32,0,0,1,0,0,0,0,0,0,0,0,8,0,0,11,0,0,19,0,0,0,0,0,0,0,0,0,38,0,25,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,4,0,0,0,1,0,0,0,1,0,0,0,44,0,23,0,0,0,18,32,0,0,0,0,3,25,0,0,0,13,30,0,0,0,0,0,0,0,0,0,0,0,0,0,18,19,70,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,19,0,57,0,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,2,0,0,30,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,28,4,0,1,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,35,0,0,0,0,0
T19-6,Control,Day 06,4,Larvae,285,186,0,33,0,51,69,39,534,0,57,0,80,0,0,52,0,0,0,240,20,0,0,0,0,0,50,31,7,112,8,269,15,0,0,0,90,62,41,7,0,0,0,57,0,91,0,0,67,0,0,0,0,0,0,0,0,83,0,0,12,122,0,0,0,29,76,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,59,52,72,0,0,30,0,34,0,0,23,0,47,56,44,15,0,0,81,0,0,0,0,54,0,50,0,70,42,29,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,57,0,0,13,0,44,0,23,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,16,22,0,0,0,52,0,0,0,0,0,9,0,0,0,8,0,0,0,0,0,31,0,23,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,49,0,0,13,0,0,14,0,36,63,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,33,0,0,0,0,0,0,0,0,0,0,0,13,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,12,0,18,0,0,0,18,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0
T2-1,Probiotics,Day 01,1,Larvae,43,0,0,1136,160,70,21,57,13,0,41,0,71,483,214,0,0,0,0,37,47,0,338,0,0,77,37,42,0,0,42,0,0,0,0,123,38,0,35,0,0,92,0,8,0,22,0,0,0,0,0,0,0,20,6,0,0,18,0,0,0,0,0,35,0,24,24,0,66,0,0,31,20,45,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,36,12,0,1,0,40,0,70,0,0,0,56,0,0,9,0,0,0,0,0,0,0,0,0,0,0,15,0,0,33,0,0,0,11,0,0,0,0,0,0,0,20,7,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,10,0,0,0,0,0,0,23,30,0,0,7,0,0,0,0,0,0,0,0,0,22,0,22,0,0,27,0,0,0,9,0,27,17,0,0,0,0,0,0,3,22,0,21,0,0,0,0,0,0,0,15,0,0,5,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,5,0,0,0,0,0,0,0,0,0,0,17,0,11,0,0,10,13,0,28,0,0,0,0,0,44,21,0,0,0,0,0,0,0,27,0,25,27,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,15,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,24,0,0,0,0,0,0,0,0,0,10,0,6,0,0,20,7,0,0,0,0,3,0,15,0,0,0,3,0,0,31,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0
T2-15,Probiotics,Day 15,1,Larvae,694,335,0,0,74,145,113,30,15,0,46,0,0,0,0,178,0,0,44,17,0,0,0,0,0,19,0,188,0,39,0,0,58,0,0,22,20,34,0,0,0,0,0,41,0,0,0,0,24,0,0,0,42,0,44,48,0,16,115,0,0,0,0,0,0,26,0,0,49,0,26,0,585,16,0,0,114,39,13,0,0,0,0,0,0,0,0,0,0,22,18,9,36,42,0,0,31,0,0,0,0,0,5,0,0,0,0,74,8,0,0,0,0,0,0,0,0,0,53,28,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,30,18,10,0,35,0,0,0,0,0,0,0,0,0,0,140,36,307,18,0,0,0,16,0,2,0,8,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,14,0,0,0,0,0,0,41,0,0,0,0,24,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,9,0,0,0,0
T2-3,Probiotics,Day 03,1,Larvae,1281,595,0,84,45,360,86,17,26,0,201,0,106,43,32,18,0,0,0,7,0,0,76,0,0,28,0,0,0,0,149,13,31,0,0,23,0,0,25,0,0,18,0,47,0,16,0,0,47,0,0,0,0,0,40,0,0,8,0,0,30,0,0,44,0,6,0,0,0,38,36,10,0,0,0,0,0,0,18,0,0,0,0,4,0,82,0,0,0,22,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,74,0,10,0,0,0,0,0,0,17,0,0,0,12,17,0,0,0,17,0,29,0,0,18,0,0,0,0,0,0,0,0,12,0,14,0,0,0,21,28,45,0,0,68,0,0,0,0,0,0,0,0,0,0,0,9,0,6,0,0,9,0,0,5,0,0,0,0,31,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,0,0,1,0,0,11,0,0,0,0,0,0,0,0,9,21,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,40,26,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,3,0,0,1,0,5,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,24,0,0,26,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,12,0,0,0,0,0,0,0,0,26,0,5,0,17,0,10,0,0,13,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,35,17,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,32,0,0,0
T2-6,Probiotics,Day 06,1,Larvae,795,470,0,20,80,185,81,13,162,0,98,0,33,0,0,34,0,0,154,56,0,0,0,0,0,47,33,33,62,321,60,85,15,0,0,25,47,47,3,0,0,0,0,40,6,26,0,0,48,0,0,0,72,0,28,29,0,35,0,0,170,39,0,0,0,15,28,0,0,0,29,0,0,0,24,0,0,0,39,0,0,0,0,31,0,29,0,0,0,0,1,21,6,20,0,26,0,76,0,0,6,0,14,24,0,20,0,21,31,0,13,0,0,17,0,24,0,25,19,25,0,10,0,0,20,0,0,0,10,0,0,0,0,3,0,0,16,0,0,0,0,0,0,11,13,8,15,19,0,0,0,0,0,37,0,0,0,0,0,0,2,0,0,0,0,0,12,0,0,12,7,0,0,27,10,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,5,0,0,0,0,0,0,0,0,18,0,0,21,0,0,0,0,0,0,0,0,0,0,22,0,0,8,0,0,0,0,23,18,0,0,0,0,0,0,0,3,11,0,0,0,0,0,0,7,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,10,0,24,0,0,0,0,0,0,6,0,0,0,0,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,36,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,9,0,19,9,0,6,0,5,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,7,0,0,0,0,8,0,0,0,0
T2-S-1,Probiotics,Spat,1,Spat,139,87,364,0,0,21,30,192,15,195,0,29,0,1,0,16,66,145,0,0,12,68,0,128,87,0,75,14,0,21,0,9,0,13,285,12,0,0,0,54,40,0,48,0,70,0,36,39,0,0,57,56,0,0,10,20,56,0,9,0,0,0,8,0,34,0,0,45,0,23,0,0,0,0,0,47,0,29,0,55,130,0,28,10,29,0,13,34,41,0,0,0,5,19,48,0,0,0,40,0,0,14,0,0,0,0,0,0,0,23,0,0,11,0,0,0,31,0,0,0,27,22,0,36,0,0,0,38,8,10,12,13,10,3,8,19,0,17,0,0,0,0,18,0,0,8,0,0,0,6,0,10,16,0,13,12,14,24,21,0,0,0,0,19,0,7,0,0,7,0,0,14,28,0,0,0,22,0,0,15,0,22,0,13,9,0,19,0,16,0,0,0,13,18,13,0,0,0,17,0,0,0,7,37,0,0,11,10,0,0,0,0,0,0,0,0,0,17,40,0,8,0,0,8,14,11,8,12,0,0,17,0,20,0,0,0,0,0,0,13,0,10,0,0,8,26,12,7,0,0,14,0,0,0,0,10,0,0,0,0,4,0,8,0,0,5,13,18,0,6,0,6,0,22,0,0,0,18,0,5,0,0,0,20,0,0,9,0,8,10,10,0,20,9,0,11,0,0,13,0,15,0,12,0,0,7,0,0,4,0,14,0,0,0,9,0,0,0,0,0,3,7,0,0,0,0,0,18,0,10,15,0,13,0,17,0,0,0,0,0,0,0,0,14,0,12,8,0,8,2,3,0,0,0,0,0,5,0,0,0,0,0,12,0,0,16,2,0,2,18,0,0,0,0,0,0,0,0,0,0,10,6,10
T2-S-2,Probiotics,Spat,1,Spat,140,63,301,0,0,6,45,206,0,168,0,11,0,0,0,25,75,250,0,0,28,81,0,79,83,0,92,24,0,16,2,0,0,0,190,7,0,0,8,39,20,0,58,10,88,0,26,9,0,0,109,38,0,0,39,14,41,14,0,0,0,0,26,0,51,0,11,29,0,53,0,0,0,0,0,46,9,16,7,26,78,0,53,0,28,0,46,37,46,0,0,0,0,17,24,0,0,0,20,0,0,92,0,0,0,0,0,0,0,19,0,0,53,0,0,0,47,0,0,0,28,29,0,18,0,0,0,41,18,21,38,29,27,4,20,16,0,20,0,0,0,0,22,0,0,0,0,0,0,13,0,10,26,0,0,29,10,23,0,0,0,0,0,21,35,0,0,0,6,0,0,9,11,0,0,0,16,19,0,33,0,9,0,16,0,0,33,0,27,33,0,0,0,0,4,0,0,21,0,0,5,0,0,26,0,0,3,0,5,21,0,0,0,0,0,0,0,0,17,0,30,0,0,10,10,11,3,0,0,0,0,0,14,0,0,0,0,15,0,0,0,0,33,2,23,15,8,0,16,0,6,0,0,0,0,16,0,0,0,0,11,0,0,0,0,0,0,0,0,2,0,6,0,11,0,0,0,4,0,0,0,0,0,15,0,0,16,0,2,2,0,0,24,0,0,3,0,0,4,0,11,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,9,29,0,19,0,9,1,0,0,0,0,0,0,0,0,0,0,44,0,8,0,18,0,0,0,0,0,0,12,0,0,0,6,0,0,0,0,0,0,0,17,21,17,0,0,0,0,0,0,0,0,0,29,0
T20-1,Probiotics,Day 01,4,Larvae,43,18,0,1235,123,79,85,20,25,0,63,0,78,452,234,0,0,0,21,0,284,0,198,0,0,37,0,0,0,0,123,0,0,0,0,91,0,0,44,0,0,112,0,0,0,0,0,0,0,0,0,0,0,156,0,0,0,0,0,0,0,11,0,0,0,22,0,0,87,0,0,46,0,152,0,0,0,0,0,0,0,83,0,27,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,41,13,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,55,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,26,0,19,0,0,0,0,0,0,0,31,16,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,59,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T20-15,Probiotics,Day 15,4,Larvae,757,349,0,0,21,71,109,34,72,0,74,0,56,0,0,421,0,0,0,27,0,0,0,11,0,0,0,138,0,50,31,46,0,0,0,20,41,42,0,0,0,0,0,42,0,0,0,10,71,0,0,0,0,0,30,47,0,0,204,0,0,0,0,0,0,40,19,0,30,0,7,0,25,0,0,0,47,49,68,0,0,0,0,0,0,0,0,0,0,0,15,31,47,74,0,0,189,19,15,0,23,0,15,0,0,0,0,34,0,0,0,0,0,0,0,21,0,0,0,51,0,19,0,0,15,0,0,0,0,0,0,0,4,9,0,0,0,0,0,23,0,13,0,34,0,0,27,0,13,0,0,0,0,0,9,0,0,0,0,36,38,13,102,0,0,0,11,0,0,40,8,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,12,0,0,0,0,0,5,0,0,3,11,0,43,0,0,0,0,0,0,0,0,0,0,10,0,0,17,0,0,0,28,0,8,0,0,0,0,4,0,0,0,14,0,0,0,0,47,11,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,11,0,0,0,0,0,0,33,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,23,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,19,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,10,0,8,0,0,10,0,0,0,0,0,0,31,30,0,0,0,20,0,0,0,6,22,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
T20-3,Probiotics,Day 03,4,Larvae,190,84,0,210,84,64,86,3,92,0,47,0,71,143,354,21,0,0,304,32,261,0,0,0,0,52,0,0,8,0,89,43,129,0,0,38,72,39,37,0,0,161,0,20,0,45,0,0,23,0,0,0,163,138,0,5,0,32,0,0,0,0,0,0,0,26,26,0,20,0,9,17,0,57,0,0,0,0,14,0,0,100,0,23,0,52,8,0,0,71,23,5,0,0,0,0,0,5,0,20,8,0,12,0,0,30,20,5,22,0,40,0,0,7,0,16,0,0,12,0,0,0,0,0,23,0,0,0,12,0,0,0,0,0,0,0,0,0,52,0,23,0,0,0,0,0,19,0,0,0,75,0,0,0,0,0,0,0,0,1,0,5,0,0,0,24,0,0,0,24,6,0,0,0,8,0,0,0,28,0,0,0,0,0,23,61,0,0,0,0,3,62,0,0,0,0,29,0,0,0,0,11,0,0,0,0,0,0,0,0,24,19,44,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,43,0,0,0,51,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,25,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0
T20-6,Probiotics,Day 06,4,Larvae,147,94,0,29,0,25,56,0,379,0,38,0,82,19,0,0,0,0,0,190,0,0,0,0,0,0,27,17,900,29,11,188,0,0,0,10,106,93,48,0,0,0,14,17,0,70,0,0,31,0,0,0,0,0,0,14,0,88,0,0,0,87,0,38,0,49,79,0,26,0,0,0,0,0,376,0,0,0,20,0,0,0,0,5,0,0,0,0,0,0,11,41,9,0,0,59,0,27,0,0,34,0,36,29,53,3,0,0,38,0,0,0,0,40,28,57,0,50,18,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,13,0,0,0,0,17,18,0,4,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,20,0,0,23,0,0,0,16,30,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,29,0,3,0,27,0,0,0,0,25,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,19,0,0,0,0,0,0,0,0,25,0,17,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,21,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,13,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,21,0,0,0,0,2,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,21,0,22,0,0,0,0,0,0,0,0,18,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,25,0,0,0,0
T20-S-1,Probiotics,Spat,4,Spat,118,62,154,0,84,101,103,113,7,62,13,44,36,5,33,38,36,69,0,18,107,21,0,59,72,58,79,27,0,4,14,0,16,18,0,14,5,0,96,72,24,18,54,31,43,50,14,13,14,0,45,44,0,53,3,18,16,3,0,0,48,0,29,22,37,0,0,14,19,33,0,72,0,53,0,47,0,13,0,26,4,33,49,0,25,0,17,19,32,0,9,0,4,14,17,0,0,0,15,22,9,22,0,0,22,0,16,0,8,12,16,0,39,0,56,0,6,0,0,0,27,12,21,9,0,0,0,0,0,25,8,6,23,7,23,25,16,0,46,0,16,0,19,0,0,0,4,0,0,17,18,18,8,0,6,20,14,31,19,5,0,0,0,11,0,0,0,0,8,0,6,4,21,0,0,5,12,5,10,25,0,0,28,0,7,0,15,0,11,3,0,16,0,13,7,30,13,9,11,0,13,0,2,0,99,0,11,0,0,7,0,0,13,0,34,35,0,0,12,0,6,14,0,0,10,13,7,11,0,0,0,0,0,8,2,0,0,6,0,0,0,0,30,2,0,3,0,10,6,0,0,0,0,0,20,23,24,0,0,0,8,6,5,0,0,7,12,9,0,4,28,4,0,0,0,0,0,0,0,0,0,16,0,13,0,0,0,0,0,0,10,0,9,0,0,0,0,6,5,0,0,0,5,0,0,6,10,29,0,0,0,0,0,0,0,0,0,0,12,0,5,8,0,0,0,0,18,2,12,19,0,0,13,0,0,0,0,0,0,5,4,0,0,0,0,17,11,0,0,8,3,0,0,0,0,0,0,7,0,2,0,13,5,0,0,0,23,0,6,0,20,0,0,13,0,0,12,0,0,0,0,1,15
