Sample.ID,Treatment,Age,Family,Stage,ASV1,ASV3,ASV6,ASV7,ASV8,ASV9,ASV10,ASV11,ASV13,ASV14,ASV15,ASV16,ASV17,ASV18,ASV19,ASV21,ASV22,ASV23,ASV26,ASV27,ASV28,ASV29,ASV30,ASV31,ASV32,ASV33,ASV34,ASV35,ASV36,ASV38,ASV39,ASV40,ASV41,ASV42,ASV43,ASV44,ASV45,ASV46,ASV47,ASV48,ASV49,ASV51,ASV52,ASV53,ASV54,ASV55,ASV57,ASV59,ASV61,ASV62,ASV63,ASV64,ASV66,ASV67,ASV68,ASV69,ASV71,ASV73,ASV74,ASV75,ASV77,ASV78,ASV79,ASV82,ASV83,ASV84,ASV85,ASV86,ASV87,ASV88,ASV89,ASV91,ASV92,ASV93,ASV94,ASV95,ASV96,ASV97,ASV98,ASV99,ASV100,ASV103,ASV104,ASV105,ASV106,ASV107,ASV109,ASV110,ASV111,ASV112,ASV114,ASV115,ASV116,ASV117,ASV118,ASV119,ASV120,ASV123,ASV125,ASV126,ASV128,ASV129,ASV130,ASV131,ASV133,ASV134,ASV135,ASV136,ASV137,ASV138,ASV139,ASV140,ASV143,ASV145,ASV146,ASV147,ASV148,ASV149,ASV151,ASV152,ASV153,ASV155,ASV156,ASV157,ASV159,ASV160,ASV161,ASV162,ASV164,ASV166,ASV169,ASV171,ASV172,ASV174,ASV175,ASV176,ASV177,ASV178,ASV179,ASV180,ASV181,ASV182,ASV183,ASV184,ASV185,ASV186,ASV188,ASV189,ASV190,ASV191,ASV192,ASV193,ASV194,ASV195,ASV196,ASV198,ASV200,ASV201,ASV202,ASV203,ASV204,ASV206,ASV207,ASV208,ASV209,ASV211,ASV214,ASV217,ASV218,ASV219,ASV220,ASV221,ASV222,ASV223,ASV224,ASV225,ASV226,ASV228,ASV231,ASV232,ASV233,ASV234,ASV235,ASV236,ASV237,ASV239,ASV240,ASV241,ASV242,ASV243,ASV244,ASV245,ASV246,ASV248,ASV249,ASV250,ASV253,ASV254,ASV255,ASV256,ASV257,ASV258,ASV261,ASV262,ASV263,ASV264,ASV267,ASV268,ASV269,ASV270,ASV271,ASV272,ASV274,ASV275,ASV276,ASV277,ASV278,ASV279,ASV281,ASV282,ASV284,ASV286,ASV287,ASV288,ASV289,ASV290,ASV291,ASV292,ASV293,ASV294,ASV295,ASV297,ASV298,ASV299,ASV300,ASV301,ASV302,ASV303,ASV304,ASV305,ASV306,ASV307,ASV309,ASV310,ASV311,ASV312,ASV313,ASV314,ASV315,ASV316,ASV317,ASV318,ASV319,ASV320,ASV322,ASV323,ASV324,ASV325,ASV326,ASV327,ASV328,ASV329,ASV330,ASV332,ASV333,ASV334,ASV335,ASV336,ASV337,ASV338,ASV340,ASV341,ASV342,ASV343,ASV344,ASV345,ASV346,ASV347,ASV348,ASV350,ASV351,ASV353,ASV354,ASV355,ASV356,ASV357,ASV360,ASV362,ASV364,ASV365,ASV367,ASV368,ASV369,ASV371,ASV372,ASV373,ASV374,ASV375,ASV376,ASV377,ASV378,ASV379,ASV380,ASV381,ASV382,ASV383,ASV385,ASV386,ASV387,ASV389,ASV390,ASV393,ASV397,ASV398,ASV399,ASV400,ASV401,ASV402,ASV403,ASV404,ASV405,ASV406,ASV407,ASV408,ASV409,ASV410,ASV411,ASV412,ASV414,ASV417,ASV418,ASV420,ASV421,ASV422,ASV424,ASV426,ASV427,ASV428,ASV431,ASV432,ASV433,ASV435,ASV436,ASV437,ASV440,ASV441,ASV442,ASV443,ASV444,ASV445,ASV447,ASV450,ASV451,ASV453,ASV454,ASV455,ASV456,ASV457,ASV459,ASV461,ASV462,ASV464,ASV466,ASV467,ASV468,ASV471,ASV472,ASV474,ASV475,ASV477,ASV478,ASV479,ASV480,ASV481,ASV482,ASV483,ASV484,ASV485,ASV486,ASV487,ASV490,ASV492,ASV493
T20-S-2,Probiotics,Spat,4,Spat,123,55,220,0,8,29,24,212,12,122,0,37,0,0,0,34,111,119,0,0,0,59,0,150,46,0,106,22,0,6,5,0,0,14,83,0,0,0,0,95,44,0,100,0,63,0,31,26,0,0,59,56,0,0,18,44,35,0,0,0,0,0,46,21,56,0,0,84,0,31,0,7,0,0,0,118,0,20,6,45,43,0,37,12,37,0,16,29,66,7,0,0,0,21,48,0,0,0,39,0,0,0,0,0,0,0,0,0,0,31,0,0,29,0,0,0,7,0,0,0,55,41,0,22,0,0,0,27,0,46,14,20,0,5,0,17,0,41,0,0,0,0,35,26,11,0,0,0,0,17,0,27,21,0,26,30,0,31,24,0,0,0,0,16,9,0,0,0,16,0,0,16,12,0,0,0,0,0,0,22,0,19,0,22,14,0,0,0,11,8,0,0,0,0,12,0,0,12,11,0,0,0,6,0,145,0,3,0,21,0,0,0,0,0,0,0,0,18,11,0,0,0,0,6,36,0,12,19,0,24,0,0,16,0,0,0,0,6,0,17,0,0,22,11,0,1,15,4,0,0,6,0,0,0,0,0,0,0,0,0,8,6,0,0,0,22,32,11,0,0,0,9,0,0,0,0,0,0,0,13,0,0,0,0,0,0,13,0,3,0,21,0,5,0,0,10,0,0,10,0,0,0,6,0,6,7,32,0,0,0,0,0,0,0,8,0,0,0,0,0,11,9,0,0,0,0,32,0,5,0,0,0,25,0,0,10,0,0,0,0,6,0,0,22,0,0,0,0,0,0,0,18,0,0,0,0,12,22,0,0,0,0,3,0,0,0,18,0,12,10,13,1,4,0,0,0,0,0,0,0,17,9,20
T21-1,Probiotics + HT,Day 01,4,Larvae,71,31,0,301,126,93,143,0,0,0,22,0,53,173,453,0,0,0,437,3,449,0,10,0,0,62,0,0,0,3,24,1,166,0,0,68,0,0,13,0,0,198,0,13,0,0,0,0,0,0,0,0,212,215,0,0,0,0,0,0,0,0,0,0,0,0,5,0,12,0,0,24,0,65,0,0,0,0,0,0,0,127,0,44,0,20,8,0,0,90,6,1,0,0,0,3,0,0,0,17,4,0,0,0,0,0,11,1,0,0,32,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,30,0,36,0,0,0,0,0,3,0,0,0,124,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,58,0,15,0,0,0,26,40,0,0,0,0,0,43,0,0,0,18,32,0,0,0,0,0,0,0,0,0,0,0,0,0,14,18,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,47,0,12,0,79,0,0,0,0,0,11,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0
T21-15,Probiotics + HT,Day 15,4,Larvae,929,435,0,15,33,32,142,32,38,0,50,0,0,0,0,103,0,0,38,55,0,0,0,0,0,20,0,59,0,72,26,27,20,0,0,19,51,35,24,0,0,0,0,42,0,22,0,0,27,0,0,0,19,0,25,25,0,18,41,0,0,27,0,0,0,40,33,0,48,0,19,0,504,13,0,0,57,0,17,0,0,0,0,16,0,0,0,0,0,0,31,16,74,40,0,18,0,24,0,0,13,0,25,0,0,0,0,29,0,0,0,0,0,18,0,12,0,0,29,12,0,3,67,0,8,0,0,0,0,0,0,4,0,7,0,0,42,0,0,30,0,15,0,39,22,0,19,12,0,3,0,0,9,0,0,0,0,0,0,0,19,235,16,0,0,0,0,0,0,24,21,0,0,0,10,51,0,0,0,0,0,0,0,0,13,0,0,0,0,0,36,0,0,0,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,18,0,0,0,0,0,0,0,0,0,4,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,11,51,0,16,0,0,18,0,0,0,0,0,0,17,0,18,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,7,0,0,0,0,0,0,4,0,0,0,5,7,9,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0
T21-3,Probiotics + HT,Day 03,4,Larvae,846,481,0,134,47,181,148,17,74,0,163,0,177,65,62,97,0,0,120,11,48,0,46,0,0,0,0,0,0,0,252,25,0,0,0,36,21,32,38,0,0,0,0,62,0,39,0,0,37,0,0,0,48,0,0,63,0,10,0,0,0,0,0,0,0,20,8,0,0,0,81,0,0,0,0,0,0,0,54,0,0,16,0,0,0,131,0,0,0,0,13,0,0,0,0,0,0,11,0,0,0,0,0,0,0,92,0,0,14,0,0,0,0,0,0,0,0,0,35,0,0,10,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,45,0,0,0,0,53,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,9,0,0,22,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,39,0,7,0,0,0,0,0,0,0,0,0,0,0,0,26,48,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,26,0,0,0,42,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,25,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,28,16,0,0,0,0
T21-6,Probiotics + HT,Day 06,4,Larvae,448,182,0,48,0,88,65,15,362,0,35,0,213,29,0,17,0,0,62,172,0,0,0,5,0,1,43,44,9,97,0,185,2,0,0,0,124,42,0,0,0,0,6,18,0,97,0,0,45,0,0,0,22,0,20,35,0,101,0,0,7,96,0,0,23,53,70,0,16,0,13,0,0,0,0,0,0,0,50,0,0,0,0,12,0,0,0,0,0,0,14,34,6,0,0,72,0,12,0,0,37,0,74,80,70,14,12,0,61,0,0,0,0,48,0,16,0,48,0,14,0,0,0,0,0,0,0,0,0,0,11,0,0,10,0,0,31,0,0,28,0,11,0,3,12,13,31,41,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,20,4,0,32,9,0,0,18,13,0,0,0,0,0,8,0,17,0,13,0,0,0,0,0,29,0,24,0,37,0,6,0,0,18,0,15,0,0,0,45,0,0,0,0,0,0,0,20,0,0,22,0,0,0,0,23,10,0,0,0,0,0,0,7,0,34,0,25,0,0,18,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,15,27,0,0,30,0,0,0,0,0,23,0,0,0,0,0,9,0,22,0,21,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,6,0,9,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,30,11,0,0,0,25,0,0,0,0,29,22,0,0,0,10,0,0,0,0,2,27,12,0,0,0,0,0,0,0
T21-S-1,Probiotics + HT,Spat,4,Spat,178,84,131,6,22,17,59,202,15,78,0,94,0,0,0,23,19,20,0,0,0,46,0,130,124,0,64,31,0,36,0,0,16,37,284,7,0,0,0,126,0,0,35,17,41,11,24,70,0,0,33,68,0,0,24,0,79,0,0,0,0,0,25,38,57,0,3,6,0,68,0,8,0,0,0,26,0,49,19,38,149,0,52,10,113,0,36,27,12,0,0,0,8,10,19,0,0,0,0,0,0,37,0,0,0,0,0,0,0,16,0,0,12,3,0,0,19,0,0,0,0,22,0,53,0,0,0,16,13,0,35,49,15,16,9,51,0,24,0,0,0,0,0,0,0,14,0,0,0,9,0,23,21,0,30,11,18,39,16,0,0,0,0,31,0,0,0,0,13,0,0,20,24,0,0,0,24,37,0,14,0,6,0,56,13,0,0,18,16,0,0,0,0,0,18,0,0,21,0,0,18,0,0,57,0,0,0,27,0,27,0,0,0,0,0,0,0,19,0,0,31,0,0,0,0,31,15,0,0,14,17,0,0,0,0,0,0,0,0,13,0,0,14,23,0,5,0,19,21,0,7,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,9,0,13,0,3,7,0,0,0,0,0,0,23,1,0,0,0,0,0,0,0,16,8,1,0,0,21,0,25,0,0,28,0,0,0,0,24,0,6,0,0,14,0,0,0,0,0,17,0,0,0,0,0,11,0,0,0,0,0,0,18,17,0,5,0,0,0,0,13,0,0,0,0,4,0,0,0,0,0,5,0,19,0,0,0,0,0,11,0,8,19,0,0,0,0,7,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,14,0,0
T21-S-2,Probiotics + HT,Spat,4,Spat,213,122,38,0,10,0,58,99,5,31,6,820,0,0,0,31,8,40,0,0,15,44,0,54,85,0,59,13,0,32,0,0,11,434,17,15,0,0,23,90,0,0,33,13,38,0,33,39,0,0,74,82,0,0,12,0,58,18,0,0,13,0,29,31,29,0,0,0,0,36,0,0,0,0,0,62,14,0,11,28,11,0,24,16,77,0,29,20,12,0,0,0,4,10,27,0,0,0,0,0,0,30,0,0,0,0,0,0,0,16,0,0,18,0,0,0,26,0,0,0,0,12,0,36,0,0,0,0,0,13,34,51,33,11,11,41,0,32,0,0,0,0,22,0,0,11,0,0,0,0,0,0,26,0,10,32,23,45,25,0,0,0,0,30,0,13,0,6,7,0,0,7,36,0,0,0,0,0,0,23,0,6,0,20,9,33,0,0,0,0,0,0,0,0,7,0,0,11,2,0,14,0,20,54,0,0,2,13,12,41,0,0,0,0,0,0,0,23,0,0,13,0,0,0,2,24,0,9,0,22,20,2,0,0,0,0,0,7,0,13,0,0,0,37,0,0,0,31,21,0,7,0,0,0,0,0,0,0,0,0,16,0,0,0,0,10,0,3,0,7,0,0,14,0,0,0,0,0,0,25,0,0,0,0,0,0,3,0,0,11,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,18,0,9,0,0,0,10,0,0,0,0,0,0,4,0,8,9,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,16,0,6,3,7,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
T3-1,Probiotics + HT,Day 01,1,Larvae,46,19,0,1331,95,112,38,33,25,0,106,0,153,654,248,0,0,0,47,27,20,0,184,14,0,52,35,23,0,8,9,6,103,0,0,86,15,0,29,0,0,135,0,6,0,0,0,0,13,0,0,0,23,24,0,0,0,8,0,0,9,0,4,13,0,12,0,0,0,0,8,33,18,22,0,0,0,0,8,0,0,14,0,36,0,0,0,0,0,41,8,11,0,0,0,0,0,0,0,4,5,0,0,0,17,0,8,0,2,0,39,0,0,0,0,0,0,0,2,0,0,0,0,0,0,14,0,0,28,0,0,0,0,0,0,0,0,0,0,0,56,3,0,26,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,5,0,0,0,0,0,0,0,0,13,8,0,0,0,0,0,0,0,0,0,40,0,32,0,14,0,0,0,0,0,3,23,10,0,0,0,14,0,0,0,0,0,17,0,0,0,0,0,0,0,31,0,0,0,19,21,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,8,0,14,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,10,13,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,28,19,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
T3-15,Probiotics + HT,Day 15,1,Larvae,1285,703,0,0,88,137,132,7,12,0,29,0,52,15,0,110,0,0,48,56,0,0,0,0,0,51,0,79,0,48,0,0,0,0,0,42,46,40,22,15,0,0,0,39,0,25,0,0,24,0,0,0,26,0,33,35,0,0,61,0,0,23,0,0,0,32,44,0,57,0,31,0,0,36,0,0,67,0,22,0,0,0,0,11,0,0,0,0,0,0,21,24,50,48,0,12,0,24,0,0,25,0,19,0,0,0,0,42,8,0,0,0,0,17,0,16,0,0,30,20,0,0,31,0,13,0,0,0,0,0,0,0,0,21,0,0,21,0,0,0,0,10,0,0,19,0,17,17,0,0,0,0,5,0,0,0,0,0,0,35,23,0,4,0,0,14,10,0,0,0,0,0,0,0,6,21,0,0,0,0,0,0,14,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,131,0,0,0,18,0,6,0,0,0,0,7,0,0,0,18,0,0,0,0,0,14,0,0,0,0,6,0,0,0,7,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,24,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,22,0,6,16,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T3-3,Probiotics + HT,Day 03,1,Larvae,1856,963,0,96,46,287,69,12,18,0,130,0,48,51,17,0,0,0,10,6,0,0,0,0,0,18,0,0,0,0,57,0,0,0,0,21,0,24,6,0,0,0,0,27,0,21,0,0,17,0,0,0,5,0,15,14,0,2,0,0,10,0,0,31,0,6,0,0,0,19,41,0,0,0,0,0,0,28,16,0,0,0,0,16,0,33,0,0,0,0,0,0,4,11,0,0,0,11,0,0,0,0,0,0,0,35,0,9,0,0,10,0,0,0,0,0,0,0,22,18,0,6,0,0,0,40,0,0,30,0,0,0,0,0,0,0,8,0,0,0,0,0,0,10,28,20,0,0,27,0,0,0,0,0,0,0,0,0,0,4,11,0,0,0,0,0,0,0,8,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,6,0,0,0,0,0,0,0,8,0,0,0,0,0,5,0,13,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,7,0,0,0,0,0,2,0,0,0,0,0,10,0,0,0,11,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,18,0,7,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,10,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,2,0,0,0,0,0,16,11,0,0,0
T3-6,Probiotics + HT,Day 06,1,Larvae,932,527,0,39,178,59,50,9,108,0,95,0,91,0,0,0,0,0,109,79,0,0,0,0,0,103,0,0,38,113,182,79,108,0,0,22,54,38,0,0,0,0,0,25,0,49,0,0,33,0,0,0,49,0,13,23,0,51,0,0,47,30,1,37,0,3,0,0,21,0,43,0,0,17,20,0,0,0,27,0,0,0,0,38,0,112,0,0,0,42,0,25,5,0,0,0,0,66,0,0,0,0,38,30,0,10,0,16,32,0,0,0,0,33,0,0,0,37,14,14,0,0,0,0,23,0,0,0,21,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,16,0,0,13,0,0,0,0,0,28,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,28,0,0,2,0,0,24,0,0,0,0,0,0,0,16,0,0,11,0,0,0,0,22,0,0,0,0,0,0,0,0,0,12,0,14,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,28,0,0,3,0,0,0,0,3,0,14,0,0,0,24,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,15,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,0,0,13,7,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,30,0,0,0,0
T3-S-1,Probiotics + HT,Spat,1,Spat,117,53,327,0,0,0,68,150,10,156,0,116,0,0,0,19,215,136,3,0,0,80,0,78,102,3,97,34,0,16,10,6,19,61,0,2,0,0,21,53,98,0,74,7,53,6,39,30,0,264,41,31,0,0,38,5,45,3,10,0,0,0,40,14,57,0,0,17,0,36,0,0,0,0,0,6,6,11,10,36,2,0,41,9,15,0,68,50,16,0,0,0,4,9,20,0,0,0,12,0,0,62,0,0,0,0,0,4,0,17,0,110,5,0,13,0,36,0,0,0,10,12,0,28,0,0,0,16,5,29,25,36,28,22,25,20,0,13,0,0,0,0,0,0,0,0,0,0,0,13,0,17,26,0,4,10,15,0,8,0,0,0,0,25,0,0,0,0,6,0,0,0,22,0,0,0,11,21,0,9,3,2,0,5,5,0,19,20,16,38,0,0,7,13,0,0,0,51,0,0,9,0,0,0,0,0,10,11,9,0,0,0,0,0,0,0,0,15,3,0,15,0,0,7,9,3,11,8,0,8,20,0,15,0,0,0,0,13,0,4,0,7,19,5,10,6,8,8,10,0,11,0,0,0,0,22,0,0,0,0,4,14,0,0,0,15,7,0,0,15,0,5,0,10,0,0,0,2,0,3,0,0,0,14,0,0,0,0,9,7,7,0,10,6,0,7,0,0,8,0,3,0,6,0,0,4,0,0,15,0,0,0,0,0,5,9,0,0,0,4,0,4,0,40,4,0,0,21,0,0,0,0,2,0,16,5,0,0,0,0,0,0,0,0,0,0,0,0,4,7,6,0,0,0,0,0,4,0,0,1,0,9,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,2,2
T3-S-2,Probiotics + HT,Spat,1,Spat,100,54,349,0,22,9,81,76,1,181,0,264,0,9,3,23,174,25,0,0,5,127,0,26,98,0,65,46,0,0,0,0,6,140,0,0,0,0,17,41,91,0,47,0,46,0,61,22,0,492,19,14,0,1,43,0,20,0,7,0,0,0,83,42,30,0,0,5,10,47,0,23,0,2,0,5,0,15,3,13,0,6,34,7,15,0,43,22,25,0,0,0,6,3,12,0,0,0,13,0,2,34,0,0,0,0,0,12,0,22,0,297,6,0,0,0,12,0,0,0,0,18,0,19,0,0,0,7,0,39,36,11,0,22,22,15,0,37,0,0,0,0,4,0,0,0,0,0,0,14,0,26,12,0,15,8,26,18,17,0,0,0,1,23,79,0,0,0,6,0,0,6,7,0,0,0,8,28,0,23,5,5,0,0,2,0,3,28,9,14,0,0,4,0,13,0,0,24,4,0,0,0,0,0,0,0,13,10,0,8,0,0,0,0,0,0,0,11,0,0,0,0,0,14,0,5,21,0,0,15,12,0,0,0,0,0,0,9,0,9,0,0,6,10,0,3,0,1,7,0,0,0,0,0,4,4,0,0,0,0,10,9,1,0,0,0,0,0,0,22,0,0,0,10,0,0,0,2,0,4,0,0,0,0,0,0,0,0,4,8,0,0,0,10,0,7,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,35,0,0,0,3,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,0,0,0,0,0,3,4,0,0,0,0,6,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
T7-1,Control,Day 01,2,Larvae,75,0,0,77,467,88,78,29,32,0,0,0,168,0,86,0,0,0,0,78,130,0,162,0,0,181,53,0,0,0,66,0,0,0,0,32,30,68,93,0,0,58,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,22,0,0,0,0,0,0,0,95,16,0,148,0,0,84,0,205,0,0,0,0,0,0,0,81,0,18,0,0,0,0,0,0,22,0,0,0,0,0,0,0,37,114,69,0,0,0,0,0,189,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,104,0,0,20,0,0,0,0,0,0,0,0,0,0,0,98,10,0,0,0,0,0,0,0,0,0,0,0,29,90,0,0,21,0,0,0,23,0,0,0,0,0,67,0,24,0,0,0,0,0,0,0,37,0,0,0,0,67,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,41,0,125,0,15,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,100,0,19,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,44,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0
T7-15,Control,Day 15,2,Larvae,1022,525,0,5,46,40,87,44,16,0,75,0,99,0,0,219,0,0,63,48,0,0,0,27,0,27,0,130,0,56,0,9,0,0,0,47,43,35,19,0,0,0,0,49,0,23,0,0,86,0,0,0,25,0,23,76,0,5,100,0,0,27,0,0,0,38,26,0,36,0,26,0,33,0,0,0,94,0,27,0,0,0,0,8,0,0,0,0,0,0,33,20,48,17,0,2,23,43,0,0,27,0,20,0,20,0,0,39,17,5,29,0,0,13,0,0,0,0,24,33,0,7,80,0,0,0,0,0,0,0,0,10,1,14,0,0,0,0,0,23,10,13,0,38,26,0,14,17,0,0,0,0,0,0,0,0,0,0,0,17,21,16,28,0,0,0,0,0,9,12,11,0,0,51,10,27,0,0,0,0,0,0,0,0,11,17,0,0,0,0,12,0,23,0,0,0,0,0,10,5,0,0,0,0,0,0,0,13,0,0,0,9,0,0,0,0,8,0,0,42,0,0,2,0,0,0,7,4,0,0,0,0,0,0,0,22,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,23,0,12,0,0,0,0,0,0,0,0,3,11,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,1,0,0,0,0,0,0,15,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,9,0,0,0,0,13,0,0,0,8,0,2,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,21,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0
